name;synonyme;comment
Mikkeli;mikkelissä;
Mikkeli;mikkeli viipuri;
Mikkeli;s t michel;
Mikkeli;s michel;
Mikkeli;st michel;
Mikkeli;st mikkeli;
Mikkeli;st mikkelissä;
Milan;milano;
Milborne Port;milborneport;
Milton;milton near thame;
Milton Ernest;milton ernis near bedford;
Milwaukee Wi;milwaukee;
Milwaukee Wi;milwaukee wis;
Milwaukee Wi;milwaukee wisconsin;
Minneapolis Mn;minneapolis;
Minneapolis Mn;minneapolis minn;
Minneapolis Mn;minneapolis minneasota;
Mole-Saint-Nicolas;mole saint nicholas;
Montego Bay;montego bay jamaica;
Montreal;montre al;
Montreal;montre al;
Montreal;montreal;
Montreal;montreal;
Montreal;montreal;
Montreal;montreal quebec;
Montreal;teiotiagi;
Montrose;monterosarum;
Morristown NJ;morris town nj;
Moscow;mosco;
Moscow;moscoosa;
Moscow;moscou;
Moscow;moskau;
Moscow;moskova;
Moscow;moskva;
Mount Pleasant NJ;middletown point nj;
Mount Pleasant NJ;matawan nj;
Mount Pleasant NJ;mount pleasant ny;
Mulberry Hill Va;mulbery hill;
Mumbai;bandera mambai;
München;mu nchen;
München;mu nchen;
München;munchen;
Münster;muenster;
Münster;munster;
Münster;warum darum westphalie;
Mustasaari;korsholm;
Mustio;svartå;
Mustio;svartö;
Nanaimo BC;nanaimo;
Nanaimo BC;nanaimo b c;
Nantes;nantz;
Naples;napoli;
Naples;neapel;
Naples;neapoli;
Närpiö;närpes;
Narva;narvae;
Nashville TN;nashville;
Nashville TN;nashville tenn;
Nashville TN;nashville tennessee;
Nassau;bahamas;
Nassau;nassau bahama;
Nassau;nassau bahamas;
Nassau;nassau providence bahamas;
Natchez Ms;natchez miss;
Neuchatel;neuchatel;
Neuruppin;neu ruppin;
Neustadt an der Weinstraße;neostadii;
Newark;Newark england;
Newark;newark;
Newark NJ;newark new jersey;
Newark NJ;new jersey;
New Bedford Ma;n bedford massa;
New Bedford Ma;n bedford mass;
New Bedford Ma;new bedford;
New Bedford Ma;newbedford;
New Bedford Ma;newbedford mass;
New Bedford Ma;new bedford mass;
New Bedford Ma;newbedford massa;
New Bedford Ma;newbedford massachusetts;
New Bern NC;newbern;
New Bern NC;newbern nc;
New Bern NC;newbern north carolina;
New Britain Pa;new briton bucks county pa;
New Brunswick NJ;nieuw brunswick nj;
New Brunswick NJ;new bbunswick new jersey;
New Brunswick NJ;new brunswick;
New Brunswick NJ;new brunswick new jersey;
Newburgh NY;newburgh orange county ny;
Newburgh NY;newburgh ulster county ny;
Newburyport Ma;newbury mass;
Newburyport Ma;newbury newburyport mass;
Newburyport Ma;newbury mass england;
Newburyport Ma;newbury port;
Newburyport Ma;newburyport;
Newburyport Ma;newbury port mass;
Newburyport Ma;newburyport mass;
Newburyport Ma;newburyport massachusetts;
Newburyport Ma;newburyport masschusetts;
Newburyport Ma;newbury port new england;
Newbury Vt;newbury ver;
Newbury Vt;newbury vermont;
Newcastle;nescastle;
Newcastle;newcaslte upon tyne;
Newcastle;newcaste upon tyne;
Newcastle;new castle;
Newcastle;new castle england;
Newcastle;newcastle on tyne;
Newcastle;newcastlet;
Newcastle;newcastle upon tyne;
Newcastle;newcastle upon tyne england;
Newcastle;newcatle upon tyne;
Newcastle;novi castelli;
Newcastle;novi castri;
Newcastle;novicastri;
Newcastle;nwecastle upon tyne;
New Castle De;new castle del;
Newfield Ct;newfield conn;
Newfield Ct;newfield fairfield county bridgeport conn;
New Haven Ct;new haven conn;
New Haven Ct;novi porti;
New Haven Ct;novi porti new haven;
New Haven Ct;novi portu;
New Haven Ct;novi portus;
New Haven Ct;novi portus new haven;
New Haven Ct;novo portu;
New Haven Ct;novo portu connecticutensium new haven;
New Haven Ct;novo portu new haven;
New Haven Ct;new haven;
Newington Ct;newington;
New London Ct;new london;
New London Ct;new london conn;
Newmarket;newmarket england bury suffolk;
New Milford Ct;new milford conn;
New Orleans La;la nlle orleans;
New Orleans La;la nouvelle orleans;
New Orleans La;new orleans;
New Orleans La;nouvelle orleans new orleans;
Newport;isle wight;
Newport;newport shropshire;
Newport;newport;
Newport;newport isle of wight england;
Newport;newport isle wight;
Newport;newport isle wight england;
Newport Pagnell;newport pagnell;
Newport RI;Newport r i ne;
Newport RI;novum portum ri;
Newport RI;newporti ri;
Newport RI;newport rhode island;
Newport RI;newport rhoee island;
Newry;newry ireland;
Newton NJ;newton new jersey;
Newton NJ;newton state new jersey;
Newton NJ;newton state of new jersey;
Newtown Pa;newtown penn;
New York Mills Mn;new york mills;
New York Mills Mn;new york mills minn;
New York NY;bronx new york;
New York NY;n york;
New York NY;bronx n y;
New York NY;bronx ny;
New York NY;bronx ny;Vrt Brooklyn NY
New York NY;bronx;Vrt Brooklyn NY
New York NY;brooklyn;
New York NY;brooklyn;Brooklyn mapped to New York NY
New York NY;brooklynissa ny;
New York NY;brooklyn new york;
New York NY;brooklyn n y;
New York NY;brooklyn ny;
New York NY;herdrukt nieuw jork;
New York NY;neo eboraci;
New York NY;new york;
New York NY;newyork;
New York NY;new york america;
New York NY;new york new york;
New York NY;ne york;
New York NY;nieuw jork;
New York NY;nova belgia;
New York NY;novi eboraci;
New York NY;york america;
New York NY;america york;
Niagara;niagara canada;
Nijmegen;neomagi;
Norfolk Va;norfolk virginia;
Norristown Pa;norristown;
Norrköping;norkiöping;
Norrköping;norköping;
Northampton;northampton england;
Northampton;northamptoniae;
Northampton;orthampton;
Northampton Ma;northampton mass;
Northampton Ma;northampton massachusetts;
Northumberland Pa;northumberland;
Northumberland Pa;northumberland town pa;
North Yarmouth Me;north yarmouth;
North Yarmouth Me;north yarmouth me;
Norwich;anno gheprint tot nordwitz;
Norwich;noorwitz;
Norwich;norich;
Norwich;norvicensis;
Norwich;norvici;
Norwich;norwich england;
Norwich;norwici;
Norwich;norwich abroad;
Norwich;norwick;
Norwich;norwigh;
Norwich;nowich;
Norwich Ct;norwich conn;
Norwich Ct;norwich connecticut;
Nothampton;northamton;
Nothampton;northhampton;
Nottingham;nottingam;
Nottingham;nottingham england;
Nottingham;nottinghami;
Nottingham;nottinghamiae;
Nottingham;nottinghm;
Nottingham;nottingnam;
Nottingham;notttingham;
Nürnberg;norimbergae;
Nürnberg;norimberge;
Nürnberg;nuremberg;
Nürnberg;nu rnberg;
Nürnberg;nu rnberg;
Nürnberg;nürnberg;
Nürnberg;nürnberg;
Nürnberg;noribergae;
Nürnberg;nuernberg;
Oakham;rutland;
Oberwesel;excudebatur praesens opus vvesaliae;
Octorara Pa;octoraro pa;
Oradea;nagy va rad;
Oradea;nagy va rad;
Oradea;nagy várad;
Örebro;örebroosa;
Oslo;christiania;
Oslo;krisstiania;
Oslo;kristiania;
Oslo;östersund;
Osnabrück;osnabruck;
Otava;otavan asema;
Ottawa;ontario;
Ottawa;ottawa canada;
Oulu;oulusa;
Oulu;oulussa;
Oulu;oulu turku;
Oulu;uleåborg;
Oxford;academia oxonie;
Oxford;bellositi dobunorum;
Oxford;bellositi dobunorum oxford;
Oxford;celeberima vniuersitate oxonien;
Oxford;est presens opusculum celeberima vniuersitate oxoniensi;
Oxford;hoc oposculum alma vniuersitate oxonie;
Oxford;impresso finito oxonie;
Oxford;insignia alme vniuersitatis oxonie;
Oxford;osford;
Oxford;oxenford;
Oxford;oxford and london;
Oxford;oxford and shrewsbury;
Oxford;oxforde;
Oxford;oxf ord england;
Oxford;oxford england;
Oxford;oxfordiae;
Oxford;oxford london;
Oxford;oxford oxford;
Oxford;oxford shrewsbury;
Oxford;oxfort;
Oxford;oxoford;
Oxford;oxon;
Oxford;oxonaae;
Oxford;oxonae;
Oxford;oxoni;
Oxford;oxonia;
Oxford;oxoniaae;
Oxford;oxoniaae;
Oxford;oxoniae;
Oxford;oxoniae;
Oxford;oxoniae excudebant;
Oxford;oxonia etei;
Oxford;oxoniae udebant;
Oxford;oxonie;
Oxford;oxonié;
Oxford;oxoniensi academia;
Oxford;oxoniensis;
Oxford;oxonii;
Oxford;oxoniii;
Oxford;oxoniis;
Oxford;oxonij;
Oxford;oxon oxford;
Oxford;oxony;
Oxford;printiedig yn rhydychen;
Oxford;rhydychain;
Oxford;rhydychen;
Oxford;the theater in oxford;
Oxford;rhydychen oxford;
Oxford;oxoniae hall;
Padua;patavii;
Pännäinen;bennäs;
Parainen;pargas;
Paris;anno alma parisio rum;
Paris;be nevvly parys;
Paris;be newly parys;
Paris;bpairis;
Paris;celeberrima vrbe parisiensi;
Paris;est hoc orarium parisijs;
Paris;exarata sane parisijs;
Paris;france;
Paris;iam nuperrime alma parisiorum;
Paris;lutetiae;
Paris;lutetiae britannorum;
Paris;lutetiae parisiorum;
Paris;lvtetiae parisorvm;
Paris;nuper parisijs;
Paris;parhisiorum;
Paris;parhisiorum academia;
Paris;parhysiis;
Paris;pariisi;
Paris;parijs;
Paris;paris brussels;
Paris;paris chez le sr desnos rue au globe;
Paris;parise;
Paris;parisien se vniuersitate;
Paris;parisii;
Paris;parisiis;
Paris;parisij;
Paris;parisijs;
Paris;parisijs londonii;
Paris;parisiorum;
Paris;parisiorum acad;
Paris;parisiorum academia;
Paris;parisiorum paris londini;
Paris;parisi us;
Paris;parisius;
Paris;parisius impresse;
Paris;paris london;
Paris;parislondon;
Paris;paris londres;
Paris;paris or louvain;
Paris;paris paris;
Paris;pariss suburbiis sc i germani de pratis;
Paris;pariss suburbiis sc⁻i germani de pratis;
Paris;parisus;
Paris;parrhisiensi academia;
Paris;parrhisiis;
Paris;parrhisij;
Paris;parrhisijs;
Paris;parrhisio rum academia;
Paris;parrhisiorum academia;
Paris;parrhysiis;
Paris;parrisijs;
Paris;parsley;
Paris;paryisiorum;
Paris;parys;
Paris;parys xx day mowneth may;
Paris;passy;
Paris;uniuersitate parisien;
Paris;paris philadelphie;
Paris;anno parisio rum;
Paris KY;paris bourbon county ky;
Parma;parmae;
Pärnu;pernaviae;
Parr-Town;parr town;
Pattingham;patingham;
Peacham Vt;peacham vermont;
Pembroke Ma;pembroke mass;
Pensacola Fl;pensacola;
Pernaja;pernå;
Pernaja;pernau;
Pernaja;pernö;
Perth;peairt;
Perth;perthensi;
Perth;perth scotland;
Perth;petth;
Perugia;etruria;
Petersburg Va;petersburgh;
Petersburg Va;petersburgh va;
Petersburg Va;petersburg london;
Philadelphia Pa;chestnut hill;
Philadelphia Pa;pennsylvania;
Philadelphia Pa;phialdelphia;
Philadelphia Pa;philad;
Philadelphia Pa;philada;
Philadelphia Pa;philadelahia;
Philadelphia Pa;philadelhpia;
Philadelphia Pa;philadelpaia;
Philadelphia Pa;philadelphia;
Philadelphia Pa;philadelphia america;
Philadelphia Pa;philadelphia and new york;
Philadelphia Pa;philadelphiae;
Philadelphia Pa;philadelphia new york;
Philadelphia Pa;philadelphia penn;
Philadelphia Pa;philadelphia pennsylvania;
Philadelphia Pa;philadelphie;
Philadelphia Pa;philadelphie paris;
Philadelphia Pa;philadelphie philadelphia pa;
Philadelphia Pa;philadelpphia;
Philadelphia Pa;philadephia;
Philadelphia Pa;philadephie paris;
Philadelphia Pa;philidelphia;
Philadelphia Pa;philladephia;
Philadelphia Pa;phladelphia;
Philadelphia Pa;ppiladelphia;
Philadelphia Pa;pyiladelphia;
Philadelphia Pa;united states philadelphia;
Philadelphia Pa;pennsylvania philadelphia;
Philadelphia Pa;america philadelphia;
Philadelphia Pa;philadelphie paris bordeaux;
Philadelphia Pa;philadelphia york baltimore;
Philadelphia Pa;philadelphia lancaster;
Philadelphia Pa;philadelphia baltimore york;
Philadelphia Pa;north america philadelphia;
Pietarsaari;jacobstad;
Pietarsaari;jakobstad;
Piikkiö;piikkis;
Pittsburgh Pa;pittsburg;
Pittsburgh Pa;pittsburgh;
Pittsburgh Pa;pittsburg pa;
Plymouth;plym dock;
Plymouth;plymounth;
Plymouth;plymouth dock;
Plymouth Ma;plymouth mass;
Plymouth Ma;plymouth massachusetts;
Pointe-A-Pitre;la point à pitre;
Pointe-A-Pitre;la point pitre;
Pointe-A-Pitre;point-a-pitre;
Pointe-A-Pitre;point à pitre guadeloupe;
Pointe-A-Pitre;pointe a pitre guadeloupe;
Pointe-A-Pitre;pointe pitre;
Pointe-A-Pitre;pointe pitre guadeloupe;
Pointe-A-Pitre;point pitre;
Pointe-A-Pitre;point pitre guadeloupe;
Pointe-A-Pitre;port de la liberte;
Pointe-A-Pitre;port de la liberte guadeloupe an vi;
Pompton Plains NJ;pompton plains new jersey;
Pondicherry;pondichery;
Pori;b borg;
Pori;björbeborg;
Pori;björneborg;
Pori;pori otto andersin;
Pori;porissa;
Pori;satakunta;
Port Arthur On;port arth ont can;
Port Arthur On;port arthur;
Port Arthur On;port arthur ont;
Port Arthur On;port arthur ontario;
Port Arthur On;port arthur ont can;
Port Arthur On;porth arthur on;
Port-au-Prince;an port au prince;
Port-au-Prince;au port au prince;
Port-au-Prince;au port au prince haiti;
Port-au-Prince;haiti;
Port-au-Prince;port au prince;
Port-au-Prince;port au prince haiti;
Portland Me;portland district maine;
Portland Me;portland district of maine;
Portland Me;portland maine;
Portland Me;maine portland;
Portland Me;portland;
Portland Or;portland oregon;
Porto;oporto;
Port-of-Spain;port spain;
Port-of-Spain;puerto de espana;
Port-of-Spain;tabago;
Portsmouth;portsea;
Portsmouth;portsmouth england;
Portsmouth NH;porstmouth nh;
Portsmouth NH;portmouth nh;
Portsmouth NH;portsmouth in new hampshire;
Portsmouth NH;portsmouth new hampshire;
Porvoo;borgå̊;
Porvoo;borgå;
Porvoo;borgo;
Porvoo;borgosa;
Porvoo;porvoo borgo;
Porvoo;porvoo helsinki;
Porvoo;porvoossa;
Porvoo;porvoo viipuri;
Porvoo;porwoo;
Porvoo;porwoossa;
Porvoo;porwossa;
Poughkeepsie NY;poughkeepsie;
Poughkeepsie NY;poughkeepsie dutchess county ny;
Poughkeepsie NY;poughkeepsie state new yokk;
Poughkeepsie NY;york poughkeepsie;
Poughkeepsie NY;poughkeepsie york;
Poulton-le-Fylde;poulton;
Poznan;pozna n;
Poznan;pozna n;
Poznan;poznán;
Prague;praze;
Preston;lancashire;
Preston;lancs;
Preston;preston england;
Preston;prestoni;
Princeton NJ;princeton;
Providence RI;america at providence r island;
Providence RI;america providence r island;
Providence RI;providence;
Providence RI;providentiae providence;
Providence RI;providence in new england;
Providence RI;providence new england;
Providence RI;providence rhode island;
Providence RI;rhode island;
Providence RI;america providence;
Putney Vt;putney ver;
Quebec;kebek dari;
Quebec;quebc;
Quebec;queb ec;
Quebec;quebec;
Quebec;quebec;
Quebec;quebec canada;
Quebec;quebec city canada;
Quebec;quebec quebec province;
Quebec;uabistiguiatsh;
Quincy Ma;quincy;
Quincy Ma;quincy mass;
Quincy Ma;quincy massachusetts;
Raahe;brahe;
Raahe;brahestad;
Raahe;brahestads;
Ramsgate;ramsgatae;
Rauma;raumalla;
Rauma;raumo;
Reading;reading;
Reading;reading england;
Reading;readingi;
Reading;reading berks england;
Red Jacket Mi;red jacket mich;
Red Lodge MT;red lodge mont;
Regensburg;ratisbonne;
Regensburg;regenspurg;
Reims;rheims;
Reims;rheins;
Reims;rhemes;
Reykjavik;reikjavik;
Reykjavik;reykjavi k;
Reykjavik;reykjavi k;
Reykjavik;reykjavík;
Rhaglan;raglan;
Richmond;richmond surrey;
Richmond Va;richmond virginia;
Richmond Va;virginia;
Riga;rigasa;
Riga;rigae;
Riga;rigae livonum;
Riga;riga helsingfors;
Riga;riga mietau;
Riga;rigas;
Riga;rigasa;
Riga;riigas;
Riga;riika;
Riga;rijasa;
Riga;ver rigae livonum;
Riga;verteutscht und riga;
Riga;zu riga;
Rochester;rochester chatham;
Rock Island IL;rock island;
Rock Island IL;rock island ill;
Rock Island IL;rock island illinois;
Rock Springs WY;rock springs wyo;
Rome;roma;
Rome;romae;
Rome;rooma;
Rome NY;rome york;
Ronneburg;ronneburgh;
Roscrea;roscrea ireland;
Roseau Dominica;dominica;
Roseau Dominica;roseau;
Rostock;rostochii nunc recusum stockholmiae;
Rostock;rostochi;
Rostock;rostochiae;
Rostock;rostochii;
Rostock;rostochii stockholmiae;
Rostock;rostochij;
Rotterdam;roterdame;
Rotterdam;roterodami;
Rotterdam;rotterodami;
Rouen;Roven 
Rouen;Rouen paris 
Rouen;celeberrima vrbe rothomagensi;
Rouen;diligenter emendata ac rothomagi;
Rouen;english secret press;
Rouen;rothomagi;
Rouen;completum rothomagi;
Rouen;rothomagi;
Rouen;rothomagi;
Rouen;u rothomagi;
Rouen;newly rowen;
Rouen;roan;
Rouen;roan london;
Rouen;rohan;
Rouen;rone;
Rouen;rothamagi;
Rouen;rothomagen;
Rouen;rothomagensis;
Rouen;rothomagi;
Rouen;roueen;
Rouen;roüen;
Rouen;rowen;
Rouen;venundantur rothomagi;
Rouen;roan rouen;
Royal Tunbridge Wells;mount sion tunbridge wells;
Royal Tunbridge Wells;tunbridge;
Rutland Vt;rutland vt;
Rutland Vt;rutland vermont;
Rutland Vt;rutland vermont;
Rutland Vt;state vermont rutland;
Rutland Vt;vermont;
Rutland Vt;western district rutland vt;
Rutland Vt;western district vermont rutland;
Saarbrucken;sarrebruck;
Sag Harbour NY;sagg harbour ny;
Saint-Germain-en-Laye;saint germain laye;
Saint-Germain-en-Laye;st germain;
Saint-Germain-en-Laye;st germain laye;
Saint-Germain-en-Laye;st germains;
Saint John;city st john;
Saint John;city st john nb;
Saint John;saint john nb;
Saint John;st john nb;
Saint John;st johns;
Saint John;st john saint john new brunswick;
Saint-Malo;saint malo;
Saint-Malo;s malo;
Saint-Marie;saint mare;
Saint-Marie;saint marie;
Salem England;salem england;
Salem Ma;salem mass england;
Salem Ma;salem mass;
Salem Ma;salem state of new york;
Salem Ma;salem massachusetts;
Salem Ma;mass salem;
Salem Ma;america salem mass;
Salem NC;salem nordkarolina;
Salem NJ;office salem;
Salem NJ;salem ne;
Salem NJ;salem new jersey;
Salem NY;salem state new york;
Salem NY;salem york;
Salisbury;saisbury;
Salisbury;salisburgi;
Salisbury;salisbury england;
Salisbury;salisbuy;
Salisbury;sarum;
Salisbury;salisbury north;
Salisbury;salisbury easton;
Salisbury Ma;salisbury massachusetts;
Salisbury Ma;salisbury masschusetts;
Salisbury NC;salisbury north carolina;
Sandstone Mi;sandstone minn;
Sarvilahti;sarvlaks;
Savannah Ga;savannah georgia;
Savannah Ga;georgia savannah;
Savannah Ga;savannah;
Savanna-la-Mar Jamaica;savanna la mar jamaica;
Savonlinna;nyslott;
Savonlinna;savonlinnassa;
Savonlinna;sawonlinna;
Scarborough;scarboro;
Schenectady NY;schenectadiae ny;
Schenectady NY;schenectady state new york;
Schenectady NY;schenectady state of new york;
Scipio NY;scipio onondaga county y;
Seattle WA;seattle;
Seattle WA;seattle wash;
Seattle WA;seattle washington;
Sharon Ct;sharon conn;
Sheffield;sheffield england;
Shepherdstown WV;shepherds town va;
Shepherdstown WV;Shepherd s town va;
Shepherdstown WV;Shepherd s town w va;
Shepherdstown WV;shepherdstown va;
Shepherdstown WV;shepherds town w va;
Shepherdstown WV;shepherds town;
Shepherdstown WV;w va;
Shepton Mallet;sheptcn mallet;
Sherborne;sherborne dorset england;
Sherborne;sherborne england;
Sherborne;sherbourne;
Shrewsbury;agraphwyd yn y mwythig;
Shrewsbury;oxford at shrewsbury;
Shrewsbury;shrewsbury england;
Shrewsbury;shrewsbury shropshire;
Siegen;sigenae nassoviorum;
Simsbury Ct;simsbury conn;
Sipoo;sibbo;
Skara;scarae;
Skara;scaris;
Skara;skarae;
Sligo;sligo ireland;
Slough;stoke park;
Smithville Mn;smithville;
Smithville Mn;smithville minn;
Smithville Mn;smithville minnesota;
Sortavala;serdobol;
Sortavala;serdobol';
Sortavala;sordavala;
Sortavala;sortavalassa;
Sortavala;sortavla;
Sortavala;sortavola;
Sortavala;sortawala;
Southampton;southampton england;
Southampton;southhampton;
Southampton;southmolton;
Southampton;southampton london england;
Spanish Town;spanish town jamaica;
Spanish Town;st jago de la vega jamaica;
Spanish Town;jamaique;
Spanish Town;saint jago de la vega;
Spanish Town;st jago de la vega;
Springfield Ma;springfield;
Springfield Ma;springfield mas;
Springfield Ma;springfield mass;
Springfield Ma;springfield massa;
Springfield Ma;springfield massachusetts;
Springfield Ma;massachusetts springfield;
Stafford;stafford england;
St Albans;fuit apud villam sancti albani;
St Albans;fuit op us hoc apud s an c tu m albanum;
St Albans;Fuit op us hoc s an c tu m albanum;
St Albans;Fuit villam sancti albani;
St Albans;saint albans;
St Albans;sanctus albanus;
St Albans;saynt albons;
Stamford;stamford england;
Stamford;stamford london;
St Andrews;andreapoli;
St Andrews;andreapoli st andrews;
St Andrews;sainct andrevves;
St Andrews;sainct andrewes;
St Andrews;sainct andrews;
St Andrews;saint andrews;
St Andrews;sanctandrois;
St Andrews;sanct androus;
St Andrews;St andrew s;
Stanford;stanford england;
St Augustine Fl;saint augustine;
St Augustine Fl;st augustine east florida;
St Augustine Fl;st augustine fla;
Staunton Va;staunton;
Stirling;strling;
Stirling;striuiling;
Stirling;striviling;
St Eustatius;saint eustatius;
St Eustatius;saint eustatius netherlands antilles;
St Eustatius;sint eustatius;
St George;bermuda;
Toronto;york canada;
St George;fort royal grenade;
St George;fort st george;
St George;grenade;
St George;st george grenada;
St George;st george s grenada;
St George;saint george bermuda;
St George;st georges saint george bermuda;
St George;st georges town grenada;
St Helier;jersey saint helier channel islands;
St Helier;saint helier;
St Ives;st ives huntingdonshire england;
St Ives;st ives hunts;
St Ives;st ives in huntingdonshire england;
St John New Brunswick;saint john new brunswick;
St Johns Antiqua;antigua;
St Johns Antiqua;saint johns antigua;
St Johns Antiqua;st john;
St Johns Antiqua;st johns antigua;
St Johns Antiqua;st johns in antigua;
St Louis Kaunti Mi;st louis kaunti;
St Louis Kaunti Mi;st louis kaunti minn;
St Louis Kaunti Mi;st louis mi;
Stockbridge Ma;stockbridge mass;
Stockbridge Ma;stockbridge massachusetts;
Stockholm;stockh turus;
Stockholm;ånyo stockholm;
Stockholm;auctoritate regia privilegialis holmiae;
Stockholm;holmiae;
Stockholm;holmiae recusa;
Stockholm;holmiae sueonum;
Stockholm;holmiae svecorum;
Stockholm;holmiae sveonum;
Stockholm;holmi as;
Stockholm;holmi as;
Stockholm;holmias;
Stockholm;holmis;
Stockholm;a stockholm;
Stockholm;astockholm;
Stockholm;mutta nytt toisen kerran wastwdest stockholmin;
Stockholm;stockholm;
Stockholm;socholm;
Stockholm;socholm;
Stockholm;sotckholm;
Stockholm;sotckholm;
Stockholm;ståkhålm;
Stockholm;ståkkhålm;
Stockholm;stckholm;
Stockholm;sthocholm;
Stockholm;stocholm;
Stockholm;stocholmiae;
Stockholm;stocholmin;
Stockholm;stocholmis;
Stockholm;stocholmisa;
Stockholm;stock;
Stockholm;stockh;
Stockholm;stockh ja turus;
Stockholm;stockhol isa;
Stockholm;stockholm;
Stockholm;stock holm;
Stockholm;stockholm åbo;
Stockholm;stockholm aff georg hantsch kongl booktr;
Stockholm;stockholman;
Stockholm;stockholme;
Stockholm;stockholm helsingfors;
Stockholm;stockholm helsingfors kobenhavn;
Stockholm;stockholmi;
Stockholm;stockholmiae;
Stockholm;stockholmiae sveonum;
Stockholm;stockholmin;
Stockholm;stockholmis;
Stockholm;stockholmisa;
Stockholm;stockholmisa ja turusa;
Stockholm;stockholmisa ja turvsa;
Stockholm;stockholmisa turusa;
Stockholm;stockholmissa;
Stockholm;stockholmjsa;
Stockholm;stockholm kobenhavn kristiania;
Stockholm;stockholm leipzig;
Stockholm;stockholm och åbo;
Stockholm;stockholm och upsala;
Stockholm;stockholm pö nytt;
Stockholm;stockholm upsala;
Stockholm;stockholm upsala åbo;
Stockholm;stockholm upsala och åbo;
Stockholm;stockholm upsala und åbo;
Stockholm;stockhom;
Stockholm;stockhomin;
Stockholm;stockhomin;
Stockholm;stockhomisa;
Stockholm;stockhulmisa;
Stockholm;stocklom;
Stockholm;stockohlm;
Stockholm;stockohlm;
Stockholm;stokcholm;
Stockholm;stokgolm;
Stockholm;stokgolm;
Stockholm;stokholm;
Stockholm;stökhölm;
Stockholm;stokholmi;
Stockholm;stokholmiae;
Stockholm;stokholmis;
Stockholm;stokholmisa;
Stockholm;stökkhölm;
Stockholm;stokkholmisa;
Stockholm;stokkholmisa;
Stockholm;stuckholmis;
Stockholm;stuckhulmis;
Stockholm;stuckhulmisa;
Stockholm;stukhulmisa;
Stockholm;stukkolmis;
Stockholm;tockholmisa ja turusa;
Stockholm;tukholma;
Stockholm;tukholmassa;
Stockholm;tukhulmi;
Stockholm;tukhulmissa;
Stockholm;tulkittu sures fangiuxes olles mutta stocholmisa;
Stockholm;stockholm;
Stockport;stockport england;
Stockton;stockton england;
Stoke-on-Trent;longton;
Stoke-on-Trent;stoke on trent;
St Omer;omers;
St Omer;saint omer;
St Omer;s omaers;
St Omer;s omers;
Stonington Ct;stonington conn;
Stonington Ct;stonington port conn;
Stonington Ct;stoningtonport conn;
Stonor;stonor park pyrton;
St Peter Port;guernsey;
St Petersburg;s peterburg m merkusev
St Petersburg;b sanktpeterburge;
St Petersburg;b sanktpeterburge;
St Petersburg;b sanktpeterburge;
St Petersburg;b sanktpeterburge;
St Petersburg;b sanktpeterburge;
St Petersburg;burgo sancti petri;
St Petersburg;pejteri;
St Petersburg;peterburg;
St Petersburg;peterburis;
St Petersburg;peterisa;
St Petersburg;petersburg;
St Petersburg;petrograd;
St Petersburg;petrograd;
St Petersburg;petrograd;
St Petersburg;petropoli;
St Petersburg;petrozavodsk;
St Petersburg;petrozavodsk;
St Petersburg;petrozavodsk;
St Petersburg;pietari;
St Petersburg;pietäri;
St Petersburg;pietarissa;
St Petersburg;pietärissä;
St Petersburg;pietarporissa;
St Petersburg;piotrogrod;
St Petersburg;piotrogrod;
St Petersburg;saint pe tersbourg;
St Petersburg;saint pe tersbourg;
St Petersburg;saint petersbourg;
St Petersburg;saint petersburg;
St Petersburg;sankt peterburg;
St Petersburg;sankt peterburg';
St Petersburg;sankt peterburg;
St Petersburg;sanktpeterburg;
St Petersburg;sanktpeterburg;
St Petersburg;sanktpeterburg;
St Petersburg;s peterburg;
St Petersburg;s peterburg;
St Petersburg;s peterburg;
St Petersburg;s peterburg a e vineke;
St Petersburg;s peterburg a è vineke;
St Petersburg;s peterburg' a evineke;
St Petersburg;s peterburg' a è vineke;
St Petersburg;s peterburg b gosudarstvennaa tipografi a;
St Petersburg;s peterburg b gosudarstvennaâ tipografìâ;
St Petersburg;s peterburg' b gosudarstvennaatipografi a;
St Petersburg;s peterburg' b gosudarstvennaâ tipografìâ;
St Petersburg;s peterburg è vineke;
St Petersburg;s peterburg m merkušev;
St Petersburg;s peterburg m merkus ev;
St Petersburg;s peterburg' m merkušev;
St Petersburg;s peterburg' m merkus ev;
St Petersburg;s peterburg с петербургъ;
St Petersburg;s petersburg;
St Petersburg;st petarborisa;
St Petersburg;st peterborisa;
St Petersburg;st peterborissa;
St Petersburg;st peterbourg;
St Petersburg;st peterburg;
St Petersburg;st petersborg;
St Petersburg;st pétersbourg;
St Petersburg;st petersbourg;
St Petersburg;st petersbrg;
St Petersburg;s t petersburg;
St Petersburg;st pétersburg;
St Petersburg;st petersburgisa;
St Petersburg;st petterburg;
St Petersburg;st pietarbori;
St Petersburg;st pietarborissa;
St Petersburg;st pietarissa;
St Petersburg;v sanktpeterburgě;
St Petersburg;v sanktpeterburge;
St Petersburg;v' sanktpeterburgě;
St Petersburg;v' sanktpeterburge;
St Petersburg;v' sanktpeterburge;
St Petersburg;v sanktpeterburgı︠e︡;
St Pierre;la trinité martinique;
St Pierre;martinique;
St Pierre;saint pierre;
St Pierre;saint pierre martinique;
St Pierre;st pierre martinique;
Strabane;strabane ireland;
Strahane;strapane;Or is this Strabane?
Stralsund;deutschland stralsund;
Stralsund;stralesundii;
